Product Name,Supplier,Lead Time (days),Supplier Code,Preferred Supplier,Comment,Website
RE-STITCHING UPPER (PER 25mm OR PART THEREOF),BOLTON BROTHERS LIMITED,27,C011,,,
REFACING/EYELETS SKI HOOKS D RINGS,BOLTON BROTHERS LIMITED,27,C012,,,
REPLACE EYES/SKI HOOKS/D-RINGS PR,BOLTON BROTHERS LIMITED,27,C013,,,
RENEW LACES (PAIR),BOLTON BROTHERS LIMITED,27,C014,,,
RENEW ELASTIC INSERT,BOLTON BROTHERS LIMITED,27,C015,,,
RENEW ZIP,BOLTON BROTHERS LIMITED,27,C016,,,
RENEW TONGUE,BOLTON BROTHERS LIMITED,27,C017,,,
ANY RE-PADDING,BOLTON BROTHERS LIMITED,27,C018,,,
RELINING THE BACK,BOLTON BROTHERS LIMITED,27,C019,,,
SOLING IN LEATHER & HEELING IN RUBBER,BOLTON BROTHERS LIMITED,27,C020,,,
SOLING & HEELING IN SYNTHETIC MATERIAL OR RUBBER,BOLTON BROTHERS LIMITED,27,C021,,,
SOLING & HEELING IN COMMANDO STYLE UNITS,BOLTON BROTHERS LIMITED,27,C022,,,
SOLING ONLY IN LEATHER,BOLTON BROTHERS LIMITED,27,C023,,,
SOLING ONLY IN SYNTHETIC MATERIAL OR RUBBER,BOLTON BROTHERS LIMITED,27,C024,,,
ADD FOR THRO SOLING,BOLTON BROTHERS LIMITED,27,C025,,,
ADD CHARGE TO STITCHED SOLES,BOLTON BROTHERS LIMITED,27,C026,,,
RENEW STICK-ON-SOLES,BOLTON BROTHERS LIMITED,27,C027,,,
COMPLETE RE-WELTING,BOLTON BROTHERS LIMITED,27,C028,,,
RE-WELTING PER 25mm,BOLTON BROTHERS LIMITED,27,C029,,,
REMOVING SOLE ADAPT,BOLTON BROTHERS LIMITED,27,C030,,,
HEELING IN LEATHER,BOLTON BROTHERS LIMITED,27,C031,,,
HEELING IN SYNTHETIC MATERIAL OR RUBBER,BOLTON BROTHERS LIMITED,27,C032,,,
HEELING IN COMMANDO STYLE UNITS,BOLTON BROTHERS LIMITED,27,C033,,,
ADD BO/ELONG/OBLIQUE HEEL,BOLTON BROTHERS LIMITED,27,C034,,,
RENEW HEEL OR TOE TIP,BOLTON BROTHERS LIMITED,27,C035,,,
REMOVING A SOCKET & RESTORING HEEL TO NORMAL,BOLTON BROTHERS LIMITED,27,C036,,,
REMOVE HEEL ADAPTIONS,BOLTON BROTHERS LIMITED,27,C037,,,
REBUILD HEEL IN LEATHER EXTRA TO HEELING,BOLTON BROTHERS LIMITED,27,C038,,,
REBUILD HEEL IN SYNTHETIC MATERIAL,BOLTON BROTHERS LIMITED,27,C039,,,
RENEW PADDED T OR Y STRAP,BOLTON BROTHERS LIMITED,27,C040,,,
RENEW PADDED DOUBLE DECKER T OR Y STRAP,BOLTON BROTHERS LIMITED,27,C041,,,
REMOVE T OR Y STRAP & RESTORE TO NORMAL,BOLTON BROTHERS LIMITED,27,C042,,,
MET VAL HEELPAD/HEELWEDGE TO SHOE,BOLTON BROTHERS LIMITED,27,C045,,,
RENEW MOULDED TOE CAP,BOLTON BROTHERS LIMITED,27,C046,,,
RECOVER INLAY/CRADLE,BOLTON BROTHERS LIMITED,27,C047,,,
"HAMMER TOE (3mm, 6mm, 9mm, OR 12mm)",BOLTON BROTHERS LIMITED,33,F11,,,
"BUNIONETTE (3mm, 6mm, 9mm, OR 12mm)",BOLTON BROTHERS LIMITED,33,F12,,,
INCREASE DEPTH OVER INSTEP (3mm 6mm 9mm OR 12mm),BOLTON BROTHERS LIMITED,33,F14,,,
FITTING STAGE (SECOND FIT) (PAIR),BOLTON BROTHERS LIMITED,33,F22B,,,
SPLIT SIZE,BOLTON BROTHERS LIMITED,33,F30,,,
STRAIGHTEN HEEL,BOLTON BROTHERS LIMITED,33,F49,,,
CHARGE FOR DISCONTINUED ITEMS,BOLTON BROTHERS LIMITED,33,F50,,,
HALF PAIR (1 SHOE),BOLTON BROTHERS LIMITED,33,F55,,,
ADJUST LAST TO MEASURES,BOLTON BROTHERS LIMITED,33,F80,,,
REDUCE INSTEP & SHORT HEEL OF LAST,BOLTON BROTHERS LIMITED,33,F86,,,
ORTHOTIC HOURS,BOLTON BROTHERS LIMITED,33,F99,,,
RE-LASTING FOOTWEAR FOLLOWING MID-FIT,BOLTON BROTHERS LIMITED,33,F23,,,
RE-CUT A SHOE UPPER AFTER MIDFIT DUE TO EXCESSIVE ALTERATION,BOLTON BROTHERS LIMITED,33,F24,,,
RE-CUT A BOOT UPPER AFTER MIDFIT DUE TO EXCESSIVE ALTERATION,BOLTON BROTHERS LIMITED,33,F25,,,
ADDITIONAL CHARGE FOR EACH ADDITIONAL FITTING,BOLTON BROTHERS LIMITED,33,F26,,,
VELCRO FASTENING STRAPS (PAIR),BOLTON BROTHERS LIMITED,33,F27,,,
ALTERATION TO UPPER EG REDUCE HEIGHT / FACINGS ETC,BOLTON BROTHERS LIMITED,33,F41,,,
STRETCHING OF FOOTWEAR,BOLTON BROTHERS LIMITED,33,F42,,,
ADDITION OF SPECIAL LINING EG LAMBSWOOL,BOLTON BROTHERS LIMITED,33,F43,,,
SPECIAL STIFFENERS TO FOOTWEAR (PER STIFFENER),BOLTON BROTHERS LIMITED,33,F44,,,
ADDITIONAL PADDING (PER PAD),BOLTON BROTHERS LIMITED,33,F45,,,
DIABETIC SPEC (RIM TOE PUFFS CUP HEEL STIFFS PLUSH LINING),BOLTON BROTHERS LIMITED,33,F46,,,
SPECIAL LEG CIRCUMFERENCE,BOLTON BROTHERS LIMITED,33,F51,,,
EXTRA HIGH LEG BOOTS (PER 25mm),BOLTON BROTHERS LIMITED,33,F51A,,,
EXTRA LONG VELCRO STRAPS,BOLTON BROTHERS LIMITED,33,F52,,,
BELLOW TONGUE,BOLTON BROTHERS LIMITED,33,F53,,,
HEEL TABS,BOLTON BROTHERS LIMITED,33,F54,,,
PERFORATION TO VAMP,BOLTON BROTHERS LIMITED,33,F120,,,
VEGETABLE TANNED LEATHER,BOLTON BROTHERS LIMITED,33,F130,,,
WATER RESISTANT PRODUCTION (SYMPATEX),BOLTON BROTHERS LIMITED,33,F5988,,,
FITTING NON-STD SOLE TYPES - WEDGE/TRAINER/EVA COMMANDO,BOLTON BROTHERS LIMITED,33,F40A,,,
FITTING NON-STD SOLE TYPES - LEATHER SOLE & HEEL/ COMMANDO,BOLTON BROTHERS LIMITED,33,F40b,,,
OUTSIDE EVA RAISE WITHOUT RAND UP TO 25mm,BOLTON BROTHERS LIMITED,33,F62,,,
EACH SUBSIQUENT 25mm,BOLTON BROTHERS LIMITED,33,F63,,,
INCL OF ROCKER SOLE FITTED IN/ON THE SOLE INTERNAL/ EXTERNAL,BOLTON BROTHERS LIMITED,33,F65,,,
SOLE WEDGE OR HEEL WEDGE INTERNAL/ EXTERNAL,BOLTON BROTHERS LIMITED,33,F66,,,
CARBON FIBRE SOLE STIFFENERS INTERNAL/ EXTERNAL,BOLTON BROTHERS LIMITED,33,F67,,,
INCLUSION OF FLOATED SOLE,BOLTON BROTHERS LIMITED,33,F71,,,
F/L OR 1/2 ELONGATE OBLIQUE FLOATED HEEL/HEEL WEDGE/TORQUE,BOLTON BROTHERS LIMITED,33,F72,,,
RAISE HEEL BY UP TO 25mm,BOLTON BROTHERS LIMITED,33,F73,,,
ADDITION OF VELCRO CLOSURE TO NIMCO FOOTWEAR (PAIR),DENOVO HEALTHCARE LTD,32,NAVELCRO,,,
NEW SHOE UPPERS REQUIRED FOLLOWING MID FIT,"JANE,SAUNDERS & MANNING",32,A01J,,,
RENEWING BUCKLE OR CHAPE,"JANE,SAUNDERS & MANNING",32,NSI.029,,,
SPECIAL STYLES,BOLTON BROTHERS LIMITED,33,NSI123E,,,
EXTRA LARGE TOE CAPS,BOLTON BROTHERS LIMITED,33,NSI123F,,,
POLY TOE CAPS,BOLTON BROTHERS LIMITED,33,NSI123G,,,
HEADPROTEX HELMET ADAPTIONS - FRONT BUMPER,DACEY LIMITED,19,HP/FB,,,
HEADPROTEX HELMET ADAPTIONS - REAR BUMPER,DACEY LIMITED,19,HP/RB,,,
METATARSUL OR VALGUS SUPPORT OR HEEL PAD TO B40,"JANE,SAUNDERS & MANNING",32,B41,,,
RECOVER AN INLAY OR CRADLE IN A SINGLE ITEM OF FOOTWEAR,"JANE,SAUNDERS & MANNING",32,C47,,,
1-3 LAST MODIFICATIONS,DENOVO HEALTHCARE LTD,27,NM1LASTMOD,,,
4 OR MORE LAST MODIFICATIONS,DENOVO HEALTHCARE LTD,27,NM2LASTMOD,,,
FOOTWEAR MANUFACTURED USING SPECIALISED MATERIAL (PAIR),DENOVO HEALTHCARE LTD,27,NMMATERIAL,,,
CUSTOM CHANGES TO THE UPPER PATTERN,DENOVO HEALTHCARE LTD,27,NMPATTERN,,,
CHANGES TO THE STANDARD VELCRO STRAP LENGTHS,DENOVO HEALTHCARE LTD,27,NMSTRAPS,,,
ATTACHMENT OF A DYNAMIC WALK SHOEMOUNT TO SPECIFIED FOOTWEAR,DENOVO HEALTHCARE LTD,27,DWSHOEFITTING,,,
UPPER SURCHARGE - TRAINERS - NEW,"JANE,SAUNDERS & MANNING",32,NSI.USUR,,,
INCLUSION OF A ROCKER SOLE SINGLE DENSITY,HUGH STEEPER LIMITED,27,B17,,,
RAISING THE HEEL IN FOOTWEAR UP TO 25mm,HUGH STEEPER LIMITED,27,B5,,,
ADDITION OF A RUBBER OR STEEL TIP TO THE SOLE OR HEEL,HUGH STEEPER LIMITED,27,B22,,,
REPLACE STANDARD FOOTBEDS (PAIR),CHANECO LTD,17,SFCH11,,,
RUBBER FLANGE TO PROTECT SOLE (GUARD ONLY),"JANE,SAUNDERS & MANNING",32,NSI.010,,,
RENEW TONGUE OF FOOTWEAR,HUGH STEEPER LIMITED,27,C17,,,
ALTER CORK - WITHOUT UPPER ALTERATION,"JANE,SAUNDERS & MANNING",32,NSI.013,,,
REMOVE FLOAT/ELONG/OBLIQ HEEL,HUGH STEEPER LIMITED,27,C37,,,
REMOVING ROCKER SOLE/METATARSAL SUPPORT BAR,HUGH STEEPER LIMITED,27,C30,,,
JOBST MTM ELVAREX - OPTION - SHOULDER CAP,ESSITY UK LTD,27,U-A003,,,
LINED/PADDED DOUBLE DECKER T OR Y STRAP,KENWARD ORTHOPAEDIC LTD,28,A39,,,
F/L OR 1/2 ELONGATED OBLIQUE FLOATED WEDGE/TORQUE HEEL,"JANE,SAUNDERS & MANNING",32,B25,,,
SOLING ONLY IN SYNTHETIC MATERIAL OR RUBBER (PAIR),"JANE,SAUNDERS & MANNING",32,C24,,,
SPECIAL STIFFENERS TO FOOTWEAR (PER STIFFENER),CHANECO LTD,17,SF44,,,
ALTERATIONS TO THE VELCRO STRAPS,REED MEDICAL LIMITED,27,P1,,,
ADDITIONAL POSTING TO ANY FFOs - B40-B50-B51-B54,"JANE,SAUNDERS & MANNING",32,B56,,,
JOBST MTM ELVAREX - OPTION - SILICONE BAND,ESSITY UK LTD,27,U-A002,,,
JOBST MTM ELVAREX - OPTION - ELBOW FUNCTIONAL ZONE,ESSITY UK LTD,27,U-A008,,,
STRETCHING,"JANE,SAUNDERS & MANNING",32,B57,,,
ANY ADDITIONAL PADDING,"JANE,SAUNDERS & MANNING",32,B09,,,
RELINING THE BACK OF FOOTWEAR,"JANE,SAUNDERS & MANNING",32,C19,,,
RENEW PADDED DOUBLE-DECKER T OR Y STRAP EACH,"JANE,SAUNDERS & MANNING",32,C41,,,
F/L OR 1/2 ELONGATED OBLIQUE FLOATED WEDGE/TORQUE HEEL,KENWARD ORTHOPAEDIC LTD,28,B25,,,
EACH ADDITIONAL 25mm OR PART THEREOF,"JANE,SAUNDERS & MANNING",32,A12B,,,
REPAIR TOES ONLY,"JANE,SAUNDERS & MANNING",32,NSI.031,,,
JOBST MTM ELVAREX PLUS - OPTION - CCL2 FINGER,ESSITY UK LTD,27,U2-A017,,,
JOBST MTM ELVAREX PLUS - OPTION - NON-STANDARD COLOUR,ESSITY UK LTD,27,U-A007P,,,
JOBST MTM CONFIDENCE - OPTION - SILICONE BAND CF,ESSITY UK LTD,27,U-A002C,,,
SDO MINOR ALTERATION,MEDIGARMENTS LTD/JOBSKIN,27,PCP11,,,
SDO MEDIUM ALTERATION,MEDIGARMENTS LTD/JOBSKIN,27,PCP16,,,
SDO MAJOR ALTERATION,MEDIGARMENTS LTD/JOBSKIN,27,PCP17,,,
NEW BOOT UPPERS REQUIRED FOLLOWING MID FIT EACH,HUGH STEEPER LIMITED,27,A1h,,,
SOLING & HEELING IN SYNTHETIC MATERIAL OR RUBBER (PAIR),"JANE,SAUNDERS & MANNING",32,C21,,,
NON CONTRACTED ITEM - PER 5 MINS,KEN HALL LTD,29,XNCI,,,
EVA SHELLS (PAIR),KEN HALL LTD,29,XTM-PR,,,
NIMCO CHILDRENS SPLIT SIZE CHARGE,DENOVO HEALTHCARE LTD,32,NMSPLIT,,,
ADDITION OF A CUFF TO INCREASE THE UPPER HEIGHT,DENOVO HEALTHCARE LTD,27,B11,,,
BUTTRESS TO ONE BOOT SHOE,DENOVO HEALTHCARE LTD,27,NSIBUTTRESS,,,
EACH ADDITIONAL 25mm OR PART THEREOF,"JANE,SAUNDERS & MANNING",32,A13b,,,
INCLUSION OF A SINGLE OR DOUBLE SOCKET w/FRONT OR BACKSTOPS,"JANE,SAUNDERS & MANNING",32,A37B,,,
REBUILDING HEEL IN LEATHER SYNTHETIC MATERIAL,HUGH STEEPER LIMITED,27,B35,,,
RENEW STICK ON SOLES (PAIR),HUGH STEEPER LIMITED,27,C27,,,
SILICONE BAND/STRIP HOLD 1 (A-D),SIGVARIS BRITAIN LTD,27,OA1S-H1 (A-D),,,
ZIP WITH LINING HOLD 1 (A-D),SIGVARIS BRITAIN LTD,27,OA3Z-H1 (A-D),,,
SLANT CLOSED TOE HOLD 1 (A-D),SIGVARIS BRITAIN LTD,27,OASLCT-H1 (A-D),,,
OUTSIDE RAISE UP TO 25mm TO SOLE & HEEL WITHOUT RAND,LDS,27,B003,,,
EACH SUBSEQUENT 25mm OR PART THEREOF,LDS,27,B004,,,
RAISING HEEL UP TO 25mm,LDS,27,B005,,,
LOWERING THE HEEL,LDS,27,B006,,,
HEAL SEAT OR VALGUS VARUS WEDGE FITTED DIRECTLY TO SHOE,LDS,27,B007,,,
SIRRUP HEEL TOE RAISING OR CALLIPER RETAINING STRAP,LDS,27,B008,,,
ANY ADDITIONAL PADDING,LDS,27,B009,,,
CONVERT TO VELCRO FASTENING RE-FACING WHERE NECESSRY,LDS,27,B013,,,
ADD. LAMBSWOOL LINING,LDS,27,B014,,,
HIGH OR ELONGATED STIFFENER MEDIAL LATERAL ASPECT OF UPPER,LDS,27,B015,,,
METATARSAL BAR FITTED TO SOLE,LDS,27,B016,,,
ROCKER SOLE,LDS,27,B017,,,
WEDGE FITTED INTO OR ONTO THE SOLE,LDS,27,B018,,,
INCLUSION OF FLOATED SOLE,LDS,27,B019,,,
SOLE STRIP OR PLATE IN COMPOSITE MATERIAL,LDS,27,B020,,,
SOLE STRIP OR PLATE IN NON-COMPOSITE MATERIAL,LDS,27,B021,,,
RUBBER OR STEEL TIP TO SOLE OR HEEL,LDS,27,B022,,,
TIP WITH FLANGE TO PROTECT THE WELT,LDS,27,B023,,,
EXTERNAL PROTECTIVE TOE CAP TO PROTECT AGAINST EXCESS WEAR,LDS,27,B024,,,
F/L OR 1/2 ELONGATED OBLIQUE FLOATED HEEL/HEEL WEDGE,LDS,27,B025,,,
SOCKET ON ONE OR BOTH SIDES OF HEEL wo/FRONT OR BACKSTOPS,LDS,27,B030,,,
SOCKET ON ONE OR BOTH SIDES OF HEEL w/FRONT OR BACKSTOPS,LDS,27,B031,,,
TOE RAISING TORSION SOCKET,LDS,27,B032,,,
LINED & PADDED T OR Y STRAP,LDS,27,B033,,,
LINE & PADDED DOUBLE DECKER T OR Y STRAP,LDS,27,B034,,,
BUILDING HEEL IN LEATHER OR SYNTHETIC MATERIAL,LDS,27,B035,,,
EXCAVATING INSIDE OF HEEL & REPLACING WITH SOFT INSERT,LDS,27,B036,,,
F/L OR 3/4 NON-MOULDED INLAY (NON-SHOCK ABSORBENT),LDS,27,B040A,,,
F/L OR 3/4 NON-MOULDED INLAY (SHOCK ABSORBENT),LDS,27,B040B,,,
F/L OR 3/4 NON-MOULDED INLAY (SILICONE OR SIMILAR),LDS,27,B040C,,,
METATARSAL OR VALGUS SUPPORT OR HELL PAD FITTED TO B040,LDS,27,B041,,,
METATARSAL VALGUS SUPPORT HEEL PAD FITTED DIRECTLY TO SHOE,LDS,27,B042,,,
HEEL ELEVATOR IN CORK HDP OR EVA w/SUITABLE COVERING,LDS,27,B043,,,
INLAY w/FILLER TO COMPENSATE FOR AMPUTATION OF SOME ALL TOES,LDS,27,B050,,,
INLAY w/FILLER TO COMPENSATE FOR AMPUTATION OF FOREPART FOOT,LDS,27,B051,,,
F/L OR 3/4 INLAY MOULDED TO A STOCK LAST,LDS,27,B053,,,
AESTHETES F.F.O FROM COMPOSITE MATERIAL,LDS,27,B054a,,,
AESTHETES F.F.O FROM HITH TEMPERATURE THERMOPLASTIC,LDS,27,B054b,,,
AESTHETES F.F.O OR TOTAL CONTACT INLAY FROM EVA,LDS,27,B054C,,,
COVERING FUNCTIONAL FOOT ORTHOSIS SINGLE DENSITY MATERIAL,LDS,27,B055A,,,
COVERING FUNCTIONAL FOOT ORTHOSIS DOUBLE DENSITY MATERIAL,LDS,27,B055b,,,
COVERING FUNCTIONAL FOOT ORTHOSIS MULTI DENSITY MATERIALS,LDS,27,B055c,,,
POSTING TO ANY FUNCTIONAL FOOT ORTHOSIS,LDS,27,B056,,,
STRETCHING,LDS,27,B057,,,
RENEWING INSIDE COMPENSATE RAISE UP TO 25mm,LDS,27,C001,,,
EACH ADDITIONAL 25mm OR PART THEREOF,LDS,27,C002,,,
REMOVING OUTSIDE RAISE & RESTORE TO NORMAL,LDS,27,C003,,,
REDUCE OUTSIDE RAISE,LDS,27,C004,,,
RENEWING BRIDGE PLATE,LDS,27,C005,,,
PATCH UP UPPER MACHINED OR BONDED,LDS,27,C010,,,
RE-STITCHING UPPER (PER 25mm OR PART THEREOF),LDS,27,C011,,,
RENEW LACES (PAIR),LDS,27,C014,,,
RENEW ELASTIC INSERT,LDS,27,C015,,,
RENEW ZIP,LDS,27,C016,,,
RENEW TONGUE,LDS,27,C017,,,
ANY RE-PADDING,LDS,27,C018,,,
RELINING THE BACK,LDS,27,C019,,,
SOLING IN LEATHER & HEELING IN RUBBER,LDS,27,C020,,,
SOLING & HEELING IN SYNTHETIC MATERIAL OR RUBBER,LDS,27,C021,,,
SOLING & HEELING IN COMMANDO STYLE UNITS,LDS,27,C022,,,
SOLING ONLY IN LEATHER,LDS,27,C023,,,
SOLING ONLY IN SYNTHETIC MATERIAL OR RUBBER,LDS,27,C024,,,
EXTRA FOR THROUGH SOLING IN SYNTHETIC RUBBER OR LEATHER,LDS,27,C025,,,
RE-WELTING PER 25mm,LDS,27,C028,,,
REMOVING ROCKER SOLE MET SUPPORT-BAR SOLE WEDGE STIFFERNER,LDS,27,C029,,,
HEELING IN LEATHER,LDS,27,C030,,,
HEELING IN SYNTHETIC MATERIAL OR RUBBER,LDS,27,C031,,,
HEELING IN COMMANDO STYLE UNITS,LDS,27,C032,,,
EXTRA FOR HEELING WHERE FLOATED-OUT ELONGATED OBLIQUE REQ,LDS,27,C033,,,
RENEW HEEL OR TOE TIP (RUBBER),LDS,27,C034,,,
REMOVING A SOCKET & RESTORING HEEL TO NORMAL,LDS,27,C035,,,
REMOVE FLOATED ELONGATED OBLIQUE HEEL OR HEEL WEDGE,LDS,27,C036,,,
REBUILD HEEL IN LEATHER EXTRA TO HEELING,LDS,27,C037,,,
REBUILD HEEL IN SYNTHETIC MATERIAL,LDS,27,C038,,,
RENEW PADDED T OR Y STRAP,LDS,27,C039,,,
RENEW PADDED DOUBLE DECKER T OR Y STRAP,LDS,27,C040,,,
REMOVE T OR Y STRAP & RESTORE TO NORMAL,LDS,27,C041,,,
BUNION POCKET,LDS,27,NSB002A,,,
HEEL GRIP (STITCHED IN),LDS,27,NSB002B,,,
TOE RAISING TAB,LDS,27,NSB005A,,,
RETAINING CLIP FOR BACKSTOP SOCKET,LDS,27,NSB005B,,,
POLYTHENE OR RUBBER VAMP,LDS,27,NSB006A,,,
INLAY IN SPONGE WITHOUT PADS,LDS,27,NSB007G,,,
IN LAY IN LEATHER WITHOUT PADS,LDS,27,NSB007H,,,
INLAY IN PLASTAZOTE WITHOUT PADS,LDS,27,NSB007J,,,
INLAY IN PORON WITHOUT PADS,LDS,27,NSB007K,,,
SOLE WEDGE TO INLAY,LDS,27,NSB007M,,,
HEEL WEDGE TO INLAY,LDS,27,NSB007N,,,
BRISTOW PLATFORM,LDS,27,NSB008D,,,
NEUROLOGICAL STYLE INLAY,LDS,27,NSB008L,,,
TOE POST (PORTSMOUTH STYLE),LDS,27,NSB010A,,,
PODIAFOAM TOE SPACER,LDS,27,NSB010B,,,
NON-SHOCK HEEL PADS,LDS,27,NSB012A,,,
HEEL LIFT,LDS,27,NSB012B,,,
HORSESHOE HEEL PROTECTORS,LDS,27,NSB012C,,,
REBUILD SOLE IN SYNTHETIC MATERIAL OR RUBBER EXTRA TO SOLING,LDS,27,NSC002A,,,
RENEW HEEL RETAINING STRAP,LDS,27,NSC002B,,,
REMOVE HEEL RETAINING STRAP,LDS,27,NSC002C,,,
REMOVE ONE STIRRUP STRAP,LDS,27,NSC002D,,,
RENEW ON STRAP WITHOUT VELCRO,LDS,27,NSC002E,,,
RENEW ON STRAP WITH VELCRO,LDS,27,NSC002F,,,
RENEW BUNION PATCH,LDS,27,NSC002G,,,
HEELING IN COMBINET UNITS,LDS,27,NSC002H,,,
RE-BONDING SOLE,LDS,27,NSC003A,,,
CLEAN & POLISH SHOE,LDS,27,NSC005B,,,
REBUILD HEEL FOR SOCKET,LDS,27,NSC006C,,,
REMOVE PROTECTIVE TOE CAPS,LDS,27,NSC009D,,,
RENEW ONE LEATHER STRAP,LDS,27,P001,,,
RENEW ONE WEBBING STRAP,LDS,27,P002,,,
RENEW ONE LEATHER CHAPE,LDS,27,P003,,,
RENEW ONE WEBBING CHAPE,LDS,27,P004,,,
RENEW ONE BUCKLE OR LOOP,LDS,27,P005,,,
RENEW ONE TOUCH & CLOSE FASTENING,LDS,27,P006,,,
RENEW ONE LACE FOR FASTENING,LDS,27,P007,,,
RENEW COMPLETE LACING SECTION,LDS,27,P008,,,
ADJUSTABLE REMOVABLE PAD FOR FASTENING STRAP,LDS,27,P015,,,
OUTSIDE COMPENSATING RAISE UP TO 25mm w/RAND,TRUST ORTHOTICS LIMITED,27,B1,,,
LOWERING THE UPPER BENEATH THE ANKLE ON ONE SIDE,TRUST ORTHOTICS LIMITED,27,B10,,,
ADDITION OF A CUFF TO INCREASE THE UPPER HEIGHT,TRUST ORTHOTICS LIMITED,27,B11,,,
EXTENDING THE LACING SECTION,TRUST ORTHOTICS LIMITED,27,B12,,,
CONVERT TO VELCRO FASTEN REFACING WHERE NECESSARY PER STRAP,TRUST ORTHOTICS LIMITED,27,B13,,,
ADDITION OF LAMBSWOOL LINING OR SIMILAR,TRUST ORTHOTICS LIMITED,27,B14,,,
ADDITION OF A HIGH OR ELONGATED STIFFENER,TRUST ORTHOTICS LIMITED,27,B15,,,
ADDITION OF A METATARSAL BAR FITTED TO SOLE,TRUST ORTHOTICS LIMITED,27,B16,,,
INCLUSION OF A ROCKER SOLE SINGLE DENSITY,TRUST ORTHOTICS LIMITED,27,B17,,,
INCLUSION OF A WEDGE FITTED INTO OR ONTO THE SOLE,TRUST ORTHOTICS LIMITED,27,B18,,,
INCLUSION OF A FLOATED SOLE,TRUST ORTHOTICS LIMITED,27,B19,,,
EACH SUBSEQUENT 25mm OR PART THEREOF TO B1,TRUST ORTHOTICS LIMITED,27,B2,,,
INCLUSION OF A SOLE STRIP OR PLATE IN COMPOSITE MATERIAL,TRUST ORTHOTICS LIMITED,27,B20,,,
INCLUSION OF A SOLE STRIP OR PLATE IN NON-COMPOSITE MATERIAL,TRUST ORTHOTICS LIMITED,27,B21,,,
ADDITION OF A RUBBER OR STEEL TIP TO THE SOLE OR HEEL,TRUST ORTHOTICS LIMITED,27,B22,,,
ADDITION OF A TIP WITH FLANGE TO PROTECT THE WELT,TRUST ORTHOTICS LIMITED,27,B23,,,
ADDITION OF AN EXTERNAL PROTECTIVE TOE CAP,TRUST ORTHOTICS LIMITED,27,B24,,,
F/L OR 1/2 ELONGATED OBLIQUE FLOATED WEDGE/TORQUE HEEL,TRUST ORTHOTICS LIMITED,27,B25,,,
OUTSIDE COMPENSATING RAISE UP TO 25mm wo/RAND SINGLE ITEM,TRUST ORTHOTICS LIMITED,27,B3,,,
SOCKET ONE/BOTH SIDES OF HEEL wo/FRONT/BACKSTOPS,TRUST ORTHOTICS LIMITED,27,B30,,,
SOCKET ONE/BOTH SIDES OF HEEL w/FRONT/BACKSTOPS,TRUST ORTHOTICS LIMITED,27,B31,,,
TOE RAISING OR TORSION SOCKET,TRUST ORTHOTICS LIMITED,27,B32,,,
ADDITION OF A LINED AND PADDED T OR Y STRAP,TRUST ORTHOTICS LIMITED,27,B33,,,
ADDITION OF A LINED AND PADDED DOUBLE DECKER T OR Y STRAP,TRUST ORTHOTICS LIMITED,27,B34,,,
REBUILDING HEEL IN LEATHER SYNTHETIC MATERIAL,TRUST ORTHOTICS LIMITED,27,B35,,,
EXCAVATE INSIDE OF HEEL & APPLY SOFT INSERT,TRUST ORTHOTICS LIMITED,27,B36,,,
EACH SUBSEQUENT 25mm OR PART THEREOF TO B3,TRUST ORTHOTICS LIMITED,27,B4,,,
F/L OR 3/4 NON-MOULDED INLAY (NON-SHOCK ABSORBENT),TRUST ORTHOTICS LIMITED,27,B40a,,,
F/L OR 3/4 NON-MOULDED INLAY (SHOCK ABSORBENT),TRUST ORTHOTICS LIMITED,27,B40B,,,
F/L OR 3/4 NON-MOULDED INLAY (SILICONE OR SIMILAR),TRUST ORTHOTICS LIMITED,27,B40c,,,
METATARSUL OR VALGUS SUPPORT OR HEEL PAD TO B40,TRUST ORTHOTICS LIMITED,27,B41,,,
METATARSAL OR VALGUS SUPPORT OR HEEL PAD FIXED TO THE SHOE,TRUST ORTHOTICS LIMITED,27,B42,,,
HEEL ELEVATOR IN CORK HDP OR EVA w/SUITABLE COVERING,TRUST ORTHOTICS LIMITED,27,B43,,,
RAISING THE HEEL IN FOOTWEAR UP TO 25mm,TRUST ORTHOTICS LIMITED,27,B5,,,
INLAY w/FILLER FOR AMPUTATION OF SOME OR ALL OF TOES,TRUST ORTHOTICS LIMITED,27,B50,,,
INLAY w/FILLER FOR AMPUTATION OF THE FOREPART OF THE FOOT,TRUST ORTHOTICS LIMITED,27,B51,,,
F/L OR 3/4 INLAY MOULDED TO A STOCK LAST,TRUST ORTHOTICS LIMITED,27,B53,,,
FFO MOULDED TO A CAST FROM COMPOSITE MATERIAL,TRUST ORTHOTICS LIMITED,27,B54A,,,
FFO MOULDED TO A CAST FROM HIGH TEMPERATURE THERMOPLASTIC,TRUST ORTHOTICS LIMITED,27,B54b,,,
FFO OR TCI MOULDED TO A CAST FROM EVA,TRUST ORTHOTICS LIMITED,27,B54C,,,
COVERING B54 IN A SINGLE DENSITY MATERIAL,TRUST ORTHOTICS LIMITED,27,B55A,,,
COVERING B54 IN A DUAL DENSITY MATERIAL,TRUST ORTHOTICS LIMITED,27,B55B,,,
COVERING B54 IN A MULTI DENSITY MATERIAL,TRUST ORTHOTICS LIMITED,27,B55C,,,
ADDITIONAL POSTING TO ANY FFOs - B40-B50-B51-B54,TRUST ORTHOTICS LIMITED,27,B56,,,
